Node ID,xaxis,yaxis,Genename,size,color
chr11:64953522-64953705:+,0.006966689,2.204136187,CAPN1,1.187627003,CLL+UVM
chr12:16050953-16052821:+,0.007005894,3.073633186,STRAP,1.959358016,CLL+UVM
chr13:26970492-26971275:+,0.007068237,5.115120096,CDK8,2.133855747,CLL+UVM
chr19:39108346-39108436:-,0.007077614,2.248682716,MAP4K1,2.67556505,CLL+UVM
chrX:128914131-128921639:+,0.007102019,2.551822808,SASH3,1.852442812,CLL+UVM
chr6:30545233-30545577:+,0.007131092,6.266301226,ABCF1,2.415037499,CLL+UVM
chr16:89180896-89187189:+,0.007176076,2.364945684,ACSF3,0.959358016,CLL+UVM
chr11:77333735-77336007:-,0.007198761,4.868510479,CLNS1A,2.795859283,CLL+UVM
chr6:138725735-138726261:+,0.00736102,2.557760192,HEBP2,2.078002512,CLL+UVM
chr14:50808005-50808849:-,0.007445354,2.79238388,CDKL1,4.218092284,CLL
chr17:15967517-15968183:-,0.007452433,4.691779829,NCOR1,1.784271309,CLL+UVM
chr15:41102169-41102285:+,0.007453,2.301195937,ZFYVE19,0.784271309,CLL+UVM
chr12:132329995-132333545:+,0.007577344,1.436741198,MMP17,1.444784843,CLL+UVM
chr18:18531371-18533538:-,0.007598453,2.944888761,ROCK1,1.662965013,CLL+UVM
chr10:85904773-85908471:+,0.007686224,3.2107015,GHITM,2.256339753,CLL+UVM
chr22:42189915-42190362:+,0.007724646,1.966219012,MEI1,1.152003093,CLL+UVM
chr3:33895506-33895832:+,0.00778353,1.750640157,PDCD6IP,1.852442812,CLL+UVM
chr10:114173066-114176613:+,0.007804375,2.119605705,ACSL5,1.039528364,CLL+UVM
chr16:28884591-28884741:+,0.007885829,2.372193177,SH2B1,1.415037499,CLL+UVM
chr19:39964162-39964586:+,0.007962757,5.601239926,SUPT5H,2.795859283,CLL+UVM
chr10:7841158-7841553:+,0.008024571,3.576195683,ATP5C1,2.807354922,CLL+UVM
chr12:56528213-56530506:+,0.008047143,4.397238931,ESYT1,2.239465935,CLL+UVM
chr2:225684264-225688217:-,0.008103028,1.896599986,DOCK10,1.662965013,CLL+UVM
chr19:16266574-16267379:+,0.008167266,2.192745925,HSH2D,1.321928095,CLL
chr2:208432288-208434886:+,0.008216271,1.310710026,CREB1,1.415037499,CLL+UVM
chr7:77016783-77026298:-,0.008253574,2.164511811,GSAP,1.91753784,CLL+UVM
chr17:56082979-56083161:-,0.00828715,5.622625351,SRSF1,3.142957954,CLL+UVM
chr17:26969116-26969292:-,0.008323438,4.431894376,KIAA0100,3.087462841,CLL+UVM
chr19:41084119-41084353:+,0.008351925,10.47067823,SHKBP1,5.750427854,CLL+UVM
chr6:143792587-143792673:+,0.0083718,2.497173994,PEX3,2.36923381,CLL+UVM
chr2:230695549-230701563:-,0.008427524,3.05631607,TRIP12,0.91753784,CLL+UVM
chr6:133097583-133100406:-,0.008440449,3.677896962,SLC18B1,1.784271309,CLL+UVM
chr13:100201477-100204403:+,0.008460688,2.427188687,TM9SF2,1.852442812,CLL+UVM
chr11:44104862-44105103:+,0.008469766,1.456108646,ACCS,1.152003093,CLL+UVM
chr3:121491584-121500589:-,0.008486671,2.369231597,IQCB1,1.222392421,CLL+UVM
chr3:50153414-50154487:+,0.008535866,3.56328067,RBM5,3.019899557,CLL+UVM
chr11:61077452-61077766:-,0.008547482,2.674771152,DDB1,1.736965594,CLL+UVM
chrX:54043190-54044093:-,0.008570075,1.748725554,PHF8,1.152003093,CLL+UVM
chr20:3845436-3846309:+,0.008725973,4.447030311,MAVS,1.830074999,CLL+UVM
chr2:219526984-219527196:+,0.008729603,2.970742365,BCS1L,1.637429921,CLL+UVM
chr16:89592877-89595767:+,0.008854447,2.595051626,SPG7,1.760812336,CLL+UVM
chr9:131221937-131222776:+,0.00886238,4.539779554,ODF2,2.736965594,CLL+UVM
chr2:187371564-187373256:+,0.008905219,3.940053202,ZC3H15,3.178803153,CLL+UVM
chr4:153550492-153562079:-,0.008909358,1.387241139,TMEM154,1.444784843,CLL
chr5:70793254-70797372:+,0.008937434,2.278848087,BDP1,0.830074999,CLL+UVM
chr22:44592094-44592204:+,0.008954117,2.82147058,PARVG,3.115477217,CLL+UVM
chr17:19812609-19813238:-,0.009009514,4.52370526,AKAP10,2.611434712,CLL+UVM
chr18:33739794-33739904:+,0.009039899,4.707605607,ELP2,2.169925001,CLL+UVM
chr7:6634232-6639220:+,0.00911085,3.289874627,C7orf26,1.353636955,CLL+UVM
chr11:108196953-108198351:+,0.009129439,4.172508658,ATM,2.637429921,CLL+UVM
chr1:22073659-22074630:-,0.009178561,3.937485476,USP48,1.938599455,CLL+UVM
chr1:32834219-32841862:-,0.009219778,2.351438269,BSDC1,1.502500341,CLL+UVM
chr9:35094039-35094212:-,0.00925798,3.511562635,PIGO,1.152003093,CLL+UVM
chr10:71902636-71903597:-,0.009326231,2.134330994,TYSND1,1,CLL+UVM
chr10:14894531-14896105:+,0.009441469,3.489773747,HSPA14,1.688055994,CLL+UVM
chr9:117350201-117354812:+,0.009490873,5.061738311,ATP6V1G1,5.002502507,CLL+UVM
chr11:82881038-82882846:+,0.009592167,3.164852005,PCF11,1.807354922,CLL+UVM
chr17:42288753-42288973:-,0.009621774,1.311751517,UBTF,2,CLL+UVM
chr12:105556624-105557870:+,0.009678801,3.909728845,KIAA1033,2.321928095,CLL+UVM
chr3:49138126-49138787:-,0.009728815,2.549855876,QARS,2.830074999,CLL+UVM
chrX:118709364-118714505:+,0.009758799,2.178199188,UBE2A,1,CLL+UVM
chr11:124495800-124496355:+,0.009760593,6.511043057,TBRG1,3.106199404,CLL
chr16:15166951-15168579:-,0.009761292,3.015389179,RRN3,1.557995453,CLL+UVM
chr2:191161699-191175479:-,0.009925861,2.756110357,HIBCH,1.584962501,CLL+UVM
chr5:150422536-150425421:-,0.010003377,3.806909271,TNIP1,2.67556505,CLL+UVM
chrX:47059014-47059816:+,0.01007171,3.054834356,UBA1,1.688055994,CLL+UVM
chr3:113497683-113499879:+,0.010250634,3.868547692,ATP6V1A,2.598259323,CLL+UVM
chr1:153913197-153913379:-,0.010276584,1.993374985,DENND4B,1.712718048,CLL+UVM
chr11:95513113-95516228:-,0.010491495,5.724390422,FAM76B,3.264703226,CLL+UVM
chr3:25666312-25668050:-,0.010503099,3.917656923,TOP2B,1.959358016,CLL+UVM
chr22:40800669-40800921:+,0.010852567,1.918004918,SGSM3,1.502500341,CLL+UVM
chr2:27590711-27590891:-,0.010880002,3.378563776,EIF2B4,1.584962501,CLL+UVM
chr12:79986494-79988108:-,0.010888253,2.491602751,PAWR,1.289506617,CLL+UVM
chr1:226043662-226044352:-,0.010929492,4.713542165,TMEM63A,2.863498,CLL+UVM
chr3:196534786-196537443:+,0.010934002,1.625127483,PAK2,2.019899557,CLL+UVM
chr1:52275094-52275952:-,0.010941364,3.378563776,NRD1,1.637429921,CLL+UVM
chr4:140264115-140265317:+,0.011133305,2.134330994,NAA15,1.662965013,CLL+UVM
chr8:23291126-23291829:-,0.011186555,1.497963093,ENTPD4,1.473931188,CLL+UVM
chr7:98961257-98963117:+,0.011312311,1.806232084,ARPC1A,3.361456459,CLL+UVM
chr21:34968165-34969585:-,0.011350879,2.695201912,CRYZL1,1.807354922,CLL+UVM
chr3:129156809-129158572:-,0.011352635,6.073817293,MBD4,4.317915032,CLL+UVM
chr17:42937436-42937799:-,0.011374558,4.677600483,EFTUD2,2.169925001,CLL+UVM
chr18:9584853-9588086:-,0.011509508,2.732404338,PPP4R1,1.115477217,CLL+UVM
chr5:149743816-149747386:+,0.011542185,1.208124956,TCOF1,0.688055994,CLL+UVM
chr4:76721953-76722218:+,0.011543336,3.068602527,USO1,1.611434712,CLL+UVM
chr7:99092278-99096338:-,0.011612899,3.748677819,ZNF394,2.187627003,CLL+UVM
chr11:6500506-6501201:-,0.01167733,2.886726497,ARFIP2,1.38466385,CLL+UVM
chr6:32085833-32086551:-,0.011757018,3.41513386,ATF6B,2.337869639,CLL+UVM
chr21:45544609-45545133:+,0.01186039,4.558941652,PWP2,1.784271309,CLL+UVM
chr1:52880320-52880412:+,0.011979917,12.70148022,PRPF38A,4.801618553,CLL+UVM
chr22:24376639-24376821:-,0.011987935,5.491787924,Not known,2.949016071,CLL+UVM
chr16:85932830-85936598:+,0.012064276,2.847954554,IRF8,4.068479738,CLL+UVM
chr19:56186802-56189848:+,0.012231877,1.076070904,EPN1,1.502500341,CLL+UVM
chr1:228328065-228328906:+,0.012247653,1.119856722,GUK1,1.415037499,CLL+UVM
chr3:195799040-195800800:-,0.012274448,3.320736276,TFRC,1.760812336,CLL+UVM
chr1:186300729-186301326:-,0.012338064,9.786929371,TPR,3.724892762,CLL+UVM
chr19:15479151-15480956:-,0.012408028,4.803913031,AKAP8,2.91753784,CLL+UVM
chr16:69155088-69155338:-,0.012480866,4.850397191,CHTF8,2.399930607,CLL+UVM
chr15:78449974-78452395:+,0.012483367,2.144848627,IDH3A,1.152003093,CLL+UVM
chr4:57887162-57888301:+,0.012512199,3.076694563,POLR2B,1.530514717,CLL+UVM
chr16:1402308-1411686:+,0.012682449,8.542639272,GNPTG,3.624490865,CLL+UVM
chr11:111229662-111249886:-,0.012778486,2.516906724,POU2AF1,2.30580843,CLL+UVM
chr1:160265956-160267132:-,0.012789308,2.418715603,COPA,1.979822118,CLL+UVM
chr3:195306386-195310748:-,0.012877235,1.206567322,APOD,3.706591945,CLL+UVM
chr1:19492271-19493515:-,0.012886359,3.333869199,UBR4,1.611434712,CLL+UVM
chr20:60903085-60903296:-,0.013005192,3.50289584,LAMA5,1.584962501,CLL+UVM
chr19:2247022-2247564:+,0.01305132,7.855923546,SF3A2,3.669278787,CLL+UVM
chr4:185311119-185311856:-,0.013096833,1.251693994,IRF2,1.38466385,CLL+UVM
chr2:99722180-99725295:-,0.013098443,2.103115737,TSGA10,0.874469118,CLL
chr12:80214982-80215895:-,0.01312392,1.607168087,PPP1R12A,1.222392421,CLL+UVM
chr5:86642542-86645016:+,0.01313576,3.862482166,RASA1,2.473931188,CLL+UVM
chr2:165578848-165578934:-,0.013237046,1.779031251,COBLL1,1.473931188,CLL+UVM
chr9:104303258-104307034:+,0.013320865,2.28035,RNF20,1.152003093,CLL+UVM
chr3:131188631-131190014:-,0.013321594,3.532598836,MRPL3,1.760812336,CLL+UVM
chr6:131912687-131913527:-,0.013328168,3.276889612,MED23,1.938599455,CLL+UVM
chr20:43615938-43623708:+,0.013374203,3.061192482,STK4,3.361456459,CLL+UVM
chr19:41289981-41292552:+,0.013391624,4.113243386,RAB4B,3.213779291,CLL+UVM
chr12:69650623-69651494:+,0.013491205,4.025870741,CPSF6,2.337869639,CLL+UVM
chr3:196288383-196293747:-,0.013505489,2.202843039,WDR53,0.688055994,CLL
chr11:206061-207302:-,0.013582893,1.329505818,BET1L,2.979822118,CLL+UVM
chr6:30670714-30670880:-,0.013722118,5.531555225,MDC1,1.896164189,CLL+UVM
chr3:52507846-52510448:+,0.013805331,2.512425634,NISCH,1.736965594,CLL+UVM
chr4:122732827-122734309:+,0.013822148,3.995138136,EXOSC9,1.959358016,CLL+UVM
chr6:108225945-108227651:-,0.013834201,4.180453226,SEC63,2.239465935,CLL+UVM
chr13:99127257-99127503:-,0.013880043,8.796225741,STK24,3.571541985,CLL+UVM
chr3:183881515-183882040:+,0.013892043,3.787448438,DVL3,1.611434712,CLL+UVM
chr14:68244486-68244842:-,0.013988591,3.238687127,ZFYVE26,1.115477217,CLL+UVM
chr2:65316225-65318116:-,0.014144835,4.200194577,RAB1A,2.516575526,CLL+UVM
chr15:44964678-44965432:-,0.014151379,2.601690595,PATL2,2.133855747,CLL
chr3:51977555-51978014:+,0.014156706,2.360558044,PARP3,1.611434712,CLL+UVM
chr8:145161867-145161963:+,0.014182663,3.23984649,MAF1,3.297680549,CLL+UVM
chr15:75651511-75651668:-,0.014291207,2.503804886,MAN2C1,1,CLL+UVM
chr11:118882714-118882839:+,0.014312931,3.193784342,CCDC84,1.637429921,CLL+UVM
chr15:66048830-66053697:-,0.014424113,2.438407741,DENND4A,1.115477217,CLL
chr11:64002366-64002911:+,0.014467475,5.220563859,VEGFB,4.495410916,CLL+UVM
chr19:7763763-7764624:-,0.014536254,3.753490124,FCER2,4.979822118,CLL
chr22:40708656-40708876:+,0.014632742,3.132529191,TNRC6B,2.152003093,CLL+UVM
chr16:67226774-67226963:+,0.014902232,1.962139901,E2F4,1.353636955,CLL+UVM
chr8:38947708-38948761:+,0.015028547,1.328337224,ADAM9,1.152003093,CLL+UVM
chr4:844890-845537:-,0.015042359,4.52370526,GAK,2.30580843,CLL+UVM
chr12:53689424-53691607:+,0.015352151,5.668937758,PFDN5,4.277158225,CLL+UVM
chr4:57219780-57220204:-,0.01536135,5.163727165,AASDH,1.039528364,CLL+UVM
chr8:42259534-42259879:+,0.015408051,1.893646847,VDAC3,1.736965594,CLL+UVM
chr6:33084998-33085825:+,0.015518718,2.043917128,HLA-DPB2,0.91753784,CLL
chr17:61910804-61910946:-,0.015579032,4.974096474,SMARCD2,2.530514717,CLL+UVM
chr10:93244413-93244921:+,0.015660875,6.974577304,HECTD2,2.841302254,CLL
chr12:46326298-46326913:-,0.015717815,2.759955839,SCAF11,2.459431619,CLL+UVM
chr19:4175229-4175676:-,0.015807421,2.629114123,SIRT6,0.736965594,CLL+UVM
chr11:47825112-47826100:-,0.015815681,2.645177315,NUP160,1.256339753,CLL+UVM
chr1:45269697-45269817:+,0.015823067,2.980651272,PLK3,2.415037499,CLL+UVM
chr2:24484134-24484429:-,0.015959812,2.377149594,ITSN2,2.152003093,CLL+UVM
chr5:38982153-38991050:-,0.015960196,2.073504252,RICTOR,1.444784843,CLL
chr5:150578672-150581142:-,0.015982019,1.983794476,CCDC69,3.273018494,CLL+UVM
chr9:139650018-139650973:-,0.015992664,1.746855771,LCN8,1.353636955,CLL
chr16:69905835-69921921:+,0.016038934,3.690598864,WWP2,2.321928095,CLL+UVM
chr15:86253877-86259002:+,0.016068642,2.224650242,AKAP13,1.874469118,CLL+UVM
chr1:150807182-150808755:-,0.016098199,3.119660316,ARNT,1.557995453,CLL+UVM
chr10:122643401-122645302:+,0.016154187,5.084939027,WDR11,3.415037499,CLL+UVM
chr8:24187629-24188639:+,0.016188879,3.357216678,ADAM28,2.863498,CLL
chr3:31774917-31789401:-,0.016285477,2.423324301,OSBPL10,1.979822118,CLL+UVM
chr2:135696633-135700166:+,0.016290407,2.357739403,CCNT2,2.337869639,CLL+UVM
chr1:21191266-21191608:-,0.016329369,3.603944338,EIF4G3,1.760812336,CLL+UVM
chr5:72849331-72850146:-,0.016382254,4.615152737,ANKRA2,2.488286481,CLL+UVM
chr9:125898813-125901807:-,0.016427014,3.889598551,STRBP,2.959358016,CLL+UVM
chr19:49852336-49854557:-,0.016494895,2.99281811,TEAD2,1.152003093,CLL+UVM
chr7:24789432-24797014:-,0.01650986,2.018313892,DFNA5,1.039528364,CLL+UVM
chr14:75585655-75587212:-,0.016704148,2.980024898,NEK9,1.91753784,CLL+UVM
chr8:109488193-109488990:+,0.01675244,3.134886239,EMC2,1.289506617,CLL+UVM
chr15:89445060-89448987:-,0.016777373,0.548269169,MFGE8,2.239465935,UVM
chr11:6585355-6585537:+,0.016791766,1.776293883,DNHD1,1.557995453,CLL
chr14:62207907-62211405:+,0.016842997,2.571647989,HIF1A,2.852442812,CLL+UVM
chr1:25554752-25555488:-,0.017031145,2.698503867,SYF2,3.289506617,CLL+UVM
chr16:89970614-89971326:+,0.017060799,2.538253764,TCF25,2.516575526,CLL+UVM
chr3:10088408-10089567:+,0.01708085,2.639298012,FANCD2,1.289506617,CLL
chr2:101881510-101882633:+,0.017117341,2.246036429,CNOT11,1.415037499,CLL+UVM
chr10:32328377-32329311:-,0.01717379,3.549132965,KIF5B,3.096861539,CLL+UVM
chr19:50164137-50165204:-,0.01719135,2.299044321,IRF3,2.637429921,CLL+UVM
chr3:183645247-183646534:-,0.017199963,2.082083551,ABCC5,0.736965594,CLL+UVM
chr3:101401354-101401614:-,0.017337667,7.3794795,RPL24,7.662173845,CLL+UVM
chr15:35163146-35166028:-,0.017363627,5.159623962,AQR,1.91753784,CLL+UVM
chr15:28926990-28929260:+,0.017486603,6.696253431,HERC2P9,2.256339753,backgroud
chr22:40757347-40757450:+,0.017659684,2.594812458,ADSL,1.938599455,CLL+UVM
chr1:150807141-150808755:-,0.017689993,3.177330302,ARNT,2.256339753,CLL+UVM
chr7:99947511-99948302:+,0.017746948,2.855930717,PILRB,1.662965013,CLL+UVM
chr19:40746029-40747844:-,0.017764261,2.681893168,AKT2,4.009984089,CLL+UVM
chr7:45004146-45004543:-,0.017774598,2.480017322,MYO1G,2.321928095,CLL+UVM
chr16:1402308-1411695:+,0.017876633,5.95807835,GNPTG,2.784271309,CLL+UVM
chr2:171871479-171884848:-,0.017880925,2.783474048,TLK1,2.688055994,CLL+UVM
chr19:15510779-15511105:-,0.018133783,4.924647771,AKAP8L,3.598259323,CLL+UVM
chr5:137298174-137320945:-,0.018264889,2.824369481,FAM13B,1.444784843,CLL+UVM
chr12:109536444-109536977:+,0.01833972,2.976660489,UNG,1.530514717,CLL+UVM
chr13:25889606-25893446:+,0.018344895,2.609125683,NUP58,1.039528364,CLL+UVM
chr16:89620972-89622342:+,0.018365906,1.989333596,SPG7,2.906890596,CLL+UVM
chr20:61430021-61430204:+,0.018473531,4.93059948,MRGBP,3.712718048,CLL+UVM
chr1:227921421-227921607:-,0.018677607,4.28459186,JMJD4,2.712718048,CLL+UVM
chr11:77090455-77090938:-,0.018688317,3.565453345,PAK1,1.611434712,CLL+UVM
chr19:6475727-6475847:-,0.018726972,0.201940347,DENND1C,2.650253961,CLL+UVM
chr8:56698451-56698779:+,0.018731425,1.841223788,TGS1,2,CLL+UVM
chr14:24459569-24464221:+,0.018795269,3.689594408,DHRS4L2,1.688055994,CLL+UVM
chr22:50832565-50845095:+,0.018818547,6.370576158,PPP6R2,3.30580843,CLL+UVM
chr12:80200133-80201005:-,0.01886779,2.515698647,PPP1R12A,2.30580843,CLL+UVM
chr4:144466737-144467062:+,0.018892291,4.275697895,SMARCA5,2.459431619,CLL+UVM
chr21:34721850-34725042:+,0.018981683,3.985755058,IFNAR1,1.979822118,CLL+UVM
chr15:63950933-63951934:-,0.019007688,1.917453438,HERC1,1.473931188,CLL+UVM
chr15:77317660-77317818:+,0.019025207,3.196820544,PSTPIP1,2.516575526,CLL+UVM
chr3:160956615-160958820:+,0.019032487,2.776112666,NMD3,2,CLL+UVM
chr1:144917657-144917818:-,0.019057972,2.708250695,PDE4DIP,1.415037499,CLL+UVM
chr17:3831774-3831956:-,0.019130279,1.954574036,ATP2A3,0.830074999,CLL
chr2:61522486-61523934:-,0.019246251,1.28409681,USP34,1.078002512,CLL+UVM
chr18:18550498-18559870:-,0.019275551,2.625886919,ROCK1,2.239465935,CLL+UVM
chr7:75070414-75070709:-,0.019515545,4.397238931,Not known,2.399930607,CLL+UVM
chr15:25207357-25212162:+,0.019571656,5.28952521,Not known,3.730941807,CLL+UVM
chrX:47059014-47059753:+,0.019588844,2.366063312,UBA1,2,CLL+UVM
chr16:89960267-89961424:+,0.019874138,3.698583664,TCF25,2.949016071,CLL+UVM
chr9:432325-433857:+,0.019971762,2.025508446,DOCK8,2.096861539,CLL+UVM
chr4:1836730-1838155:-,0.020491877,3.442985833,LETM1,1.353636955,CLL+UVM
chr2:197657915-197662520:-,0.020720232,2.668781553,GTF3C3,1.222392421,CLL+UVM
chr8:27279901-27287574:+,0.020783408,3.155180413,PTK2B,2.598259323,CLL+UVM
chr12:55361693-55367260:-,0.020904231,2.629320541,TESPA1,1.874469118,CLL
chr11:113700085-113701588:-,0.020911349,2.572342178,USP28,1.321928095,CLL+UVM
chr5:145522669-145522974:-,0.021080145,3.261067423,LARS,1.611434712,CLL+UVM
chr8:23152378-23153452:+,0.021081118,4.288720648,R3HCC1,2.488286481,CLL+UVM
chr11:72404529-72404736:-,0.021097604,5.388385878,ARAP1,2.91753784,CLL+UVM
chr4:56756553-56757445:+,0.021335113,2.561475675,EXOC1,1.152003093,CLL+UVM
chr6:119511061-119514941:-,0.021810571,2.473120359,MAN1A1,2.078002512,CLL+UVM
chr13:77836278-77837785:-,0.021950517,2.655941807,MYCBP2,1,CLL
chr2:24538115-24550920:-,0.022270824,3.24947056,ITSN2,4.247927513,CLL
chr4:25158620-25160574:-,0.022327749,7.315384245,SEPSECS,3.297680549,CLL
chr2:27428395-27428893:-,0.022342375,3.725793415,SLC5A6,1.874469118,CLL+UVM
chr20:62660845-62663218:+,0.022355752,3.543195653,PRPF6,3.247927513,CLL+UVM
chr5:74722321-74754889:-,0.02243497,3.125728169,COL4A3BP,1.959358016,CLL+UVM
chr6:348842-350377:+,0.022566916,2.95026847,DUSP22,3.239465935,CLL+UVM
chr3:127395425-127395783:+,0.022630109,4.105241387,ABTB1,3.187627003,CLL+UVM
chr14:91633723-91636326:+,0.022756459,2.163142695,C14orf159,1.353636955,CLL+UVM
chr20:33955130-33961986:-,0.023274203,3.499359898,UQCC1,1.807354922,CLL+UVM
chr8:103309230-103309685:-,0.023276145,2.81799932,UBR5,1.557995453,CLL+UVM
chr6:70642756-70646658:+,0.023285644,2.357739403,COL19A1,0.959358016,CLL
chr10:13336945-13337495:-,0.023431583,1.501490054,PHYH,0.637429921,CLL+UVM
chr17:18007204-18007873:+,0.02347637,3.061192482,DRG2,2.700439718,CLL+UVM
chr17:43322784-43322985:+,0.02370764,3.367616389,FMNL1,4.627736524,CLL+UVM
chr6:79711868-79713446:-,0.023792487,1.443098052,PHIP,1.938599455,CLL+UVM
chr7:4827408-4827743:+,0.023961966,3.16531217,AP5Z1,2.019899557,CLL+UVM
chr5:149743816-149747389:+,0.024065201,2.423335239,TCOF1,1.256339753,CLL+UVM
chr17:42929951-42930663:-,0.024175532,4.444661145,EFTUD2,2.760812336,CLL+UVM
chr19:39826195-39826613:-,0.024291719,0.100166016,GMFG,5.495410916,CLL+UVM
chr19:48735082-48735709:-,0.024376156,3.499359898,CARD8,1.760812336,CLL+UVM
chr4:946239-946604:+,0.024383955,2.857766002,TMEM175,1.807354922,CLL+UVM
chr6:35280550-35285638:+,0.024402052,2.835507587,DEF6,1.807354922,CLL+UVM
chr5:16453287-16458625:-,0.024429172,3.940989319,ZNF622,2.399930607,CLL+UVM
chr12:56552496-56553390:+,0.024539776,1.842438161,MYL6,1,CLL+UVM
chr3:169889253-169890344:-,0.024564224,3.578513478,PHC3,4.213779291,CLL
chr10:99219517-99219802:-,0.02478999,5.397588692,MMS19,3.422532036,CLL+UVM
chrX:70352389-70352589:+,0.024862761,5.184311546,MED12,2.20511443,CLL+UVM
chr4:83376008-83378044:+,0.02494688,5.450478396,ENOPH1,2.772589504,CLL+UVM
chr20:31983015-31984566:-,0.025004028,5.290767212,CDK5RAP1,2.736965594,CLL+UVM
chr10:49994916-49996560:+,0.025044635,2.005706744,WDFY4,3.495410916,CLL
chr4:151738433-151749331:-,0.025113642,2.870711792,LRBA,1.321928095,CLL+UVM
chr17:43517063-43517528:-,0.025529337,2.265574735,PLEKHM1,1.115477217,CLL+UVM
chr1:25815785-25817874:+,0.025653367,4.481641751,TMEM57,2.557995453,CLL+UVM
chr11:34137432-34139710:+,0.02569415,3.249216828,NAT10,1.830074999,CLL+UVM
chr1:155282187-155287710:+,0.025745426,7.70760354,FDPS,3.901537361,CLL+UVM
chr1:186329517-186329896:-,0.025836281,2.326975946,TPR,1.979822118,CLL+UVM
chr5:458141-459458:+,0.025849815,3.146140696,EXOC3,1.938599455,CLL+UVM
chr17:29124438-29130918:-,0.025881379,3.428093758,CRLF3,3.096861539,CLL+UVM
chr10:98303980-98307651:-,0.026924128,2.695201912,TM9SF3,2.337869639,CLL+UVM
chr1:201827682-201827969:+,0.026959481,4.573588685,IPO9,1.979822118,CLL+UVM
chr14:23243347-23243562:-,0.027062164,3.220866401,SLC7A7,2.760812336,CLL+UVM
chr4:129880952-129886381:-,0.027138438,1.890921109,SCLT1,1.115477217,CLL
chr1:207649765-207651213:+,0.027448747,2.238524532,CR2,1.852442812,CLL
chr12:30888157-30893953:-,0.027520258,3.549332986,CAPRIN2,1.959358016,CLL+UVM
chr12:21627930-21628401:-,0.027719993,4.674702814,RECQL,4.192018772,CLL+UVM
chr21:38570327-38572514:+,0.027830589,8.685919669,TTC3,3.361456459,CLL+UVM
chr1:155237978-155238083:-,0.028122692,2.936427038,CLK2,2.321928095,CLL+UVM
chr6:24408673-24409663:+,0.028475517,1.366118866,MRS2,1.078002512,CLL+UVM
chr10:70276766-70276840:-,0.028701184,2.839026429,SLC25A16,1.187627003,CLL+UVM
chr19:7625651-7625886:+,0.028709827,3.438684101,PNPLA6,3.213779291,CLL+UVM
chr3:127981068-127983445:+,0.028817511,0.870631767,EEFSEC,1.152003093,CLL+UVM
chr1:230822879-230823800:+,0.029245044,2.461498077,COG2,1.830074999,CLL+UVM
chr11:64494880-64496334:-,0.029322118,2.733548145,RASGRP2,1.896164189,CLL
chr17:30202453-30205268:-,0.029363637,1.912613847,UTP6,2.133855747,CLL+UVM
chr22:37678630-37688642:+,0.029604402,0.262978294,CYTH4,2.444784843,CLL+UVM
chr5:122713246-122714029:-,0.029691138,1.902728932,CEP120,2.637429921,CLL+UVM
chr20:33069012-33077047:+,0.02979988,2.915147764,ITCH,2.807354922,CLL+UVM
chr15:75646834-75646970:+,0.02987241,2.807383185,NEIL1,1.611434712,CLL+UVM
chr19:16263452-16263832:+,0.030002815,1.993374985,HSH2D,1.321928095,CLL
chr1:154317262-154317429:+,0.0302721,2.762350389,ATP8B2,2.30580843,CLL+UVM
chr7:44795899-44796008:+,0.030517811,4.992371857,ZMIZ2,3.824428435,CLL+UVM
chr10:38127055-38145223:-,0.03062031,1.396182006,ZNF248,1.039528364,CLL+UVM
chr13:20315804-20325410:-,0.030946792,4.025870741,PSPC1,2.830074999,CLL+UVM
chrX:100630322-100641049:-,0.031159121,2.512784381,BTK,4.187627003,CLL
chr12:42836544-42839747:+,0.031284883,2.91681599,PPHLN1,1.353636955,CLL+UVM
chr19:46345948-46347287:-,0.03135814,2.546131555,SYMPK,2.712718048,CLL+UVM
chr14:105933080-105934991:+,0.031730271,1.894606092,MTA1,0.736965594,CLL+UVM
chrX:49105386-49105520:+,0.031817181,2.256157445,CCDC22,2.019899557,CLL+UVM
chr1:25554745-25555488:-,0.031857784,4.558941652,SYF2,4.120093845,CLL+UVM
chr5:34922393-34922624:+,0.032112253,3.269226868,BRIX1,3.096861539,CLL+UVM
chr11:93535139-93540666:+,0.032555499,4.172508658,MED17,3.087462841,CLL+UVM
chr1:145587007-145587348:-,0.033042292,4.619200205,NUDT17,1.688055994,CLL+UVM
chr7:45002993-45003647:-,0.033436584,1.736327643,MYO1G,2.544320516,CLL+UVM
chr12:56532057-56532167:+,0.033437539,3.166949714,ESYT1,2.818759685,CLL+UVM
chr11:44957238-44958353:-,0.033775142,4.662350624,TP53I11,2.353636955,CLL+UVM
chr19:14706128-14707659:+,0.033867108,3.570305619,CLEC17A,3.874469118,CLL
chr1:203770757-203771696:+,0.033909611,6.254889887,ZC3H11A,4.804489588,backgroud
chr5:1599528-1599741:-,0.034188568,2.585575075,Not known,1.557995453,CLL+UVM
chr12:48459017-48459378:-,0.034238112,4.052752906,SENP1,1.979822118,CLL+UVM
chr11:71174532-71175078:+,0.034273492,2.549694104,NADSYN1,3.502500341,CLL+UVM
chr5:6622233-6623326:-,0.03430791,2.54877849,NSUN2,2.67556505,CLL+UVM
chr6:109954543-109962720:-,0.0348616,1.96840417,AK9,1.187627003,CLL
chr11:33080642-33083060:+,0.034935665,6.732030322,TCP11L1,3.058893689,CLL+UVM
